"source_college","target_university","major","academic_year","required_uc_course_or_area","articulated_ccsf_course","notes","raw_agreement_url_or_id"
"CCSF","UC Berkeley","History of Art, B.A.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F0a7a78d1-f091-494a-acaa-08ddbf3f4ee7"
"CCSF","UC Berkeley","Industrial Engineering & Operations Research, B.S.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa14f94d3-f229-4a7c-acd4-08ddbf3f4ee7"
"CCSF","UC Berkeley","Integrative Biology, B.A.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F174ab545-6c69-4963-acf5-08ddbf3f4ee7"
"CCSF","UC Berkeley","Interdisciplinary Studies Field Major, B.A.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fe5cb2c8f-e4d0-455a-aca2-08ddbf3f4ee7"
"CCSF","UC Berkeley","Italian Studies, B.A.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F7c1bc99a-580c-4339-ad00-08ddbf3f4ee7"
"CCSF","UC Berkeley","Japanese (East Asian Languages), B.A.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F5f5b58a1-2454-4c7d-acb3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Korean Language and Culture (East Asian Languages), B.A.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F956a3a0e-054e-4bd4-c49a-08ddea83f0c8"
"CCSF","UC Berkeley","Landscape Architecture, B.A.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F7bf342ca-358f-4d4c-ace8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Latin, B.A.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F90078519-1153-417d-ace5-08ddbf3f4ee7"
"CCSF","UC Berkeley","Legal Studies, B.A.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa4189440-439c-4411-acd5-08ddbf3f4ee7"
"CCSF","UC Berkeley","Linguistics, B.A.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fcfb2d301-8034-48d8-acaf-08ddbf3f4ee7"
"CCSF","UC Berkeley","Materials Science and Engineering, B.S.","2025-2026","Agreement available","No Course Articulated","Rate limit exceeded, please wait a few minutes.","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4a4e9b68-fd4c-4999-acf4-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mathematics/Applied Mathematics, B.A.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F1a0c3f31-5eda-46af-acd7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mathematics/Applied Mathematics, B.A.","2025-2026","MATH 52","MATH 110B","MATH 52: Calculus II","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F1a0c3f31-5eda-46af-acd7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mathematics/Applied Mathematics, B.A.","2025-2026","MATH 53","MATH 110C","MATH 53: Multivariable Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F1a0c3f31-5eda-46af-acd7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mathematics/Applied Mathematics, B.A.","2025-2026","MATH 55","MATH 115","MATH 55: Discrete Mathematics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F1a0c3f31-5eda-46af-acd7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mathematics/Applied Mathematics, B.A.","2025-2026","MATH 54","MATH 130 OR MATH 120 AND MATH 125","MATH 54: Linear Algebra and Differential Equations","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F1a0c3f31-5eda-46af-acd7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mathematics/Applied Mathematics, B.A.","2025-2026","MATH 56","No Course Articulated","MATH 56: Linear Algebra","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F1a0c3f31-5eda-46af-acd7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","CHEM 1A AND CHEM 1AL","CHEM 101A","CHEM 1A: General Chemistry | CHEM 1AL: General Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","MATH 52","MATH 110B","MATH 52: Calculus II","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","MATH 53","MATH 110C","MATH 53: Multivariable Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","MATH 54","MATH 130 OR MATH 120 AND MATH 125","MATH 54: Linear Algebra and Differential Equations","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","PHYSICS 7A","PHYC 4A AND PHYC 4AL","PHYSICS 7A: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","PHYSICS 7B","PHYC 4B AND PHYC 4BL","PHYSICS 7B: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","Courses that satisfy Reading & Composition A","ENGL C1000","ENGL C1000 Academic Reading and Writing 4.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","Courses that satisfy Reading & Composition B","ENGL C1001 OR ENGL 1B OR CMST 2","ENGL C1001 Critical Thinking and Writing 4.00units Or ENGL 1B Writing about Literature 4.00units Or CMST 2 Introduction to Rhetorical Criticism 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","ASTRON 7A","No Course Articulated","ASTRON 7A: Introduction to Astrophysics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","ASTRON 7B","No Course Articulated","ASTRON 7B: Introduction to Astrophysics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","BIOLOGY 1A AND BIOLOGY 1AL","BIO 100A","BIOLOGY 1A: General Biology Lecture (Cells, Genetics, Animal Form & Function) | BIOLOGY 1AL: General Biology Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","BIOLOGY 1B","BIO 100B","BIOLOGY 1B: General Biology (Plant Form & Function, Ecology, Evolution)","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","COMPSCI C8","MATH 108","COMPSCI C8: Foundations of Data Science","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","CHEM 1B","CHEM 101B","CHEM 1B: General Chemistry","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","CHEM 3A AND CHEM 3AL","CHEM 212A","CHEM 3A: Chemical Structure and Reactivity | CHEM 3AL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","CHEM 3B AND CHEM 3BL","CHEM 212B","CHEM 3B: Chemical Structure and Reactivity | CHEM 3BL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","PHYSICS 7C","PHYC 4C AND PHYC 4CL AND PHYC 4D AND PHYC 4DL","PHYSICS 7C: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","MCELLBI 32 AND MCELLBI 32L","BIO 111","MCELLBI 32: Introduction to Human Physiology | MCELLBI 32L: Introduction to Human Physiology Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","STAT 20","No Course Articulated","STAT 20: Introduction to Probability and Statistics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","ENGIN 7","ENGN 38 AND ENGN 10B","ENGIN 7: Introduction to Computer Programming for Scientists and Engineers (MATLAB)","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","ENGIN 26","ENGN 24","ENGIN 26: Three-Dimensional Modeling for Design","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","ENGIN 29","No Course Articulated","ENGIN 29: Manufacturing and Design Communication","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","MEC ENG 40","No Course Articulated","MEC ENG 40: Thermodynamics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Mechanical Engineering, B.S.","2025-2026","MEC ENG C85","No Course Articulated","MEC ENG C85: Introduction to Solid Mechanics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe69ad3d-8aad-48d4-acb1-08ddbf3f4ee7"
"CCSF","UC Berkeley","Media Studies, B.A.","2025-2026","HISTORY 7B","HIST 17B","HISTORY 7B: The United States from Civil War to Present","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F153f14a1-fff0-45a3-acc5-08ddbf3f4ee7"
"CCSF","UC Berkeley","Media Studies, B.A.","2025-2026","POL SCI 1","POLS C1000","POL SCI 1: Introduction to American Politics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F153f14a1-fff0-45a3-acc5-08ddbf3f4ee7"
"CCSF","UC Berkeley","Media Studies, B.A.","2025-2026","ANTHRO 3","ANTH 3 OR ANTH 3C","ANTHRO 3: Introduction to Social and Cultural Anthropology","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F153f14a1-fff0-45a3-acc5-08ddbf3f4ee7"
"CCSF","UC Berkeley","Media Studies, B.A.","2025-2026","ECON 1","ECON 1 AND ECON 3","ECON 1: Introduction to Economics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F153f14a1-fff0-45a3-acc5-08ddbf3f4ee7"
"CCSF","UC Berkeley","Media Studies, B.A.","2025-2026","PSYCH 1","PSYC C1000","PSYCH 1: General Psychology","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F153f14a1-fff0-45a3-acc5-08ddbf3f4ee7"
"CCSF","UC Berkeley","Media Studies, B.A.","2025-2026","SOCIOL 1","SOC 1","SOCIOL 1: Introduction to Sociology","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F153f14a1-fff0-45a3-acc5-08ddbf3f4ee7"
"CCSF","UC Berkeley","Media Studies, B.A.","2025-2026","SOCIOL 3AC","No Course Articulated","SOCIOL 3AC: Principles of Sociology","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F153f14a1-fff0-45a3-acc5-08ddbf3f4ee7"
"CCSF","UC Berkeley","Media Studies, B.A.","2025-2026","MEDIAST 10","This course must be taken at the university after transfer","MEDIAST 10: Introduction to Media Studies","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F153f14a1-fff0-45a3-acc5-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","Courses that satisfy Reading & Composition A","ENGL C1000","ENGL C1000 Academic Reading and Writing 4.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","Courses that satisfy Reading & Composition B","ENGL C1001 OR ENGL 1B OR CMST 2","ENGL C1001 Critical Thinking and Writing 4.00units Or ENGL 1B Writing about Literature 4.00units Or CMST 2 Introduction to Rhetorical Criticism 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","CHEM 1A AND CHEM 1AL","CHEM 101A","CHEM 1A: General Chemistry | CHEM 1AL: General Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","CHEM 3A AND CHEM 3AL","CHEM 212A","CHEM 3A: Chemical Structure and Reactivity | CHEM 3AL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","CHEM 3B AND CHEM 3BL","CHEM 212B","CHEM 3B: Chemical Structure and Reactivity | CHEM 3BL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","BIOLOGY 1A AND BIOLOGY 1AL","BIO 100A","BIOLOGY 1A: General Biology Lecture (Cells, Genetics, Animal Form & Function) | BIOLOGY 1AL: General Biology Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","BIOLOGY 1B","BIO 100B","BIOLOGY 1B: General Biology (Plant Form & Function, Ecology, Evolution)","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","MATH 16A","MATH 100A","MATH 16A: Analytic Geometry and Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","MATH 16B","MATH 100B","MATH 16B: Analytic Geometry and Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","MATH 52","MATH 110B","MATH 52: Calculus II","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","MATH 10A","No Course Articulated","MATH 10A: Methods of Mathematics: Calculus, Statistics, and Combinatorics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
"CCSF","UC Berkeley","Microbial Biology, B.S.","2025-2026","MATH 10B","No Course Articulated","MATH 10B: Methods of Mathematics: Calculus, Statistics, and Combinatorics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F10e933dd-5f1a-467c-acdd-08ddbf3f4ee7"
